Draft_Year,Team,Current_Round_1_Picks,Current_Round_2_Picks,Current_Round_3_Picks,Current_Round_4_Picks,Current_Round_5_Picks,Current_Round_6_Picks,Current_Round_7Plus_Picks,Prev_1Yr_Round_1_Picks,Prev_1Yr_Round_2_Picks,Prev_1Yr_Round_3_Picks,Prev_1Yr_Round_4_Picks,Prev_1Yr_Round_5_Picks,Prev_1Yr_Round_6_Picks,Prev_1Yr_Round_7Plus_Picks,Prev_2Yr_Round_1_Picks,Prev_2Yr_Round_2_Picks,Prev_2Yr_Round_3_Picks,Prev_2Yr_Round_4_Picks,Prev_2Yr_Round_5_Picks,Prev_2Yr_Round_6_Picks,Prev_2Yr_Round_7Plus_Picks,Prev_3Yr_Round_1_Picks,Prev_3Yr_Round_2_Picks,Prev_3Yr_Round_3_Picks,Prev_3Yr_Round_4_Picks,Prev_3Yr_Round_5_Picks,Prev_3Yr_Round_6_Picks,Prev_3Yr_Round_7Plus_Picks,Prev_4Yr_Round_1_Picks
1993,den,1,1,2,1,1,1,3,1,1,0,1,1,0,8,1,1,1,1,1,1,4,0,1,0,1,2,1,5,1
1993,det,0,1,2,0,0,1,2,1,2,1,0,0,1,2,1,0,1,1,1,1,5,1,1,1,2,1,1,7,1
1993,gnb,2,0,1,0,2,3,1,1,1,1,1,2,1,6,1,1,2,0,1,2,7,2,1,1,1,1,1,6,1
1993,kan,0,0,1,1,1,1,1,1,1,0,1,0,1,6,1,1,1,0,1,1,6,1,1,0,1,2,1,5,1
1993,mia,1,0,1,1,1,1,2,2,1,1,1,1,1,8,1,0,1,0,2,0,6,1,1,1,1,1,1,3,2
1993,min,1,1,2,1,1,0,1,0,1,0,1,1,1,7,0,0,2,1,1,1,7,0,0,2,1,2,0,6,0
1993,nor,2,1,0,2,1,1,2,1,0,1,2,1,1,5,0,1,0,0,1,1,5,1,1,1,1,1,2,9,1
1993,nwe,1,3,0,2,2,1,1,1,1,2,2,1,1,9,2,1,1,1,2,1,7,2,0,2,0,3,0,5,1
1993,nyg,0,1,1,1,1,1,2,1,1,1,1,1,1,6,1,1,1,1,1,1,6,1,1,1,1,1,0,6,1
1993,nyj,1,1,0,1,3,1,2,1,1,1,1,1,2,3,0,1,1,1,0,2,6,1,1,1,1,2,1,7,1
1993,oti,1,1,0,1,1,1,2,0,1,1,1,3,1,6,0,3,2,2,1,0,6,1,1,1,1,1,1,6,1
1993,phi,2,1,2,0,0,1,2,0,1,1,2,1,1,6,1,1,1,1,1,1,6,1,1,1,0,1,1,7,0
1993,pit,1,1,1,1,2,1,3,1,1,1,1,1,0,9,1,1,1,2,0,1,6,1,1,2,1,1,1,6,2
1993,rai,1,0,2,0,1,0,2,1,1,0,0,1,1,4,1,1,0,1,0,1,5,1,1,0,1,0,1,7,0
1993,ram,1,1,1,0,2,1,3,1,1,2,1,1,1,7,1,1,0,1,1,1,6,1,1,1,0,0,1,7,2
1993,sdg,1,1,1,2,1,1,2,1,1,1,0,3,1,6,1,3,0,1,2,1,7,1,0,3,0,0,4,9,1
1993,sea,1,1,0,1,1,0,3,1,0,1,0,1,1,7,1,1,1,1,1,1,3,1,2,0,1,1,1,5,1
1993,sfo,2,1,0,0,1,1,2,1,1,1,1,0,1,4,1,2,0,1,2,1,6,1,2,1,1,0,1,4,1
1993,tam,1,1,2,2,0,1,3,0,1,2,1,2,1,6,1,0,2,1,2,1,7,1,1,0,2,1,1,5,1
1993,was,1,1,2,1,1,2,1,1,1,1,1,0,1,6,1,0,1,0,0,1,6,0,1,1,2,1,1,4,0
1994,atl,0,1,2,2,1,0,1,1,1,1,0,1,1,2,2,1,1,1,0,1,6,2,1,0,1,1,1,8,1
1994,buf,1,3,2,1,1,2,1,1,1,0,1,2,1,2,1,1,1,1,1,1,6,1,1,1,0,1,1,6,1
1994,chi,1,1,1,1,0,1,1,1,1,1,3,0,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,6,1
1994,cin,1,1,2,1,1,2,1,1,1,2,1,1,1,2,2,1,1,1,1,1,6,1,1,1,2,1,1,6,1
1994,cle,2,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,2,0,0,2,6,1,1,1,1,0,1,6,0
1994,clt,2,1,1,1,1,1,1,1,1,1,2,0,1,2,2,1,0,2,1,1,6,0,1,1,1,1,1,6,1
1994,crd,1,1,2,3,1,1,1,2,1,0,1,0,1,3,0,1,1,2,0,1,7,1,1,1,1,1,1,7,0
1994,dal,1,1,1,2,0,1,1,0,2,1,2,0,1,3,2,2,2,1,2,1,5,3,1,3,4,1,1,5,1
1994,den,0,1,0,1,0,0,3,1,1,2,1,1,1,3,1,1,0,1,1,0,8,1,1,1,1,1,1,4,0
1994,det,1,1,1,1,1,1,1,0,1,2,0,0,1,2,1,2,1,0,0,1,2,1,0,1,1,1,1,5,1
1994,gnb,1,0,1,1,2,4,0,2,0,1,0,2,3,1,1,1,1,1,2,1,6,1,1,2,0,1,2,7,2
1994,kan,1,1,2,1,2,1,2,0,0,1,1,1,1,1,1,1,0,1,0,1,6,1,1,1,0,1,1,6,1
1994,mia,1,2,0,1,1,1,1,1,0,1,1,1,1,2,2,1,1,1,1,1,8,1,0,1,0,2,0,6,1
1994,min,2,2,0,1,1,1,1,1,1,2,1,1,0,1,0,1,0,1,1,1,7,0,0,2,1,1,1,7,0
1994,nor,1,1,1,1,2,1,1,2,1,0,2,1,1,2,1,0,1,2,1,1,5,0,1,0,0,1,1,5,1
1994,nwe,1,1,2,1,1,2,2,1,3,0,2,2,1,1,1,1,2,2,1,1,9,2,1,1,1,2,1,7,2
1994,nyg,1,2,1,1,1,1,0,0,1,1,1,1,1,2,1,1,1,1,1,1,6,1,1,1,1,1,1,6,1
1994,nyj,1,1,1,1,1,1,1,1,1,0,1,3,1,2,1,1,1,1,1,2,3,0,1,1,1,0,2,6,1
1994,oti,1,1,1,2,2,2,1,1,1,0,1,1,1,2,0,1,1,1,3,1,6,0,3,2,2,1,0,6,1
1994,phi,1,2,2,0,1,2,1,2,1,2,0,0,1,2,0,1,1,2,1,1,6,1,1,1,1,1,1,6,1
1994,pit,1,1,2,1,2,2,1,1,1,1,1,2,1,3,1,1,1,1,1,0,9,1,1,1,2,0,1,6,1
1994,rai,1,1,1,1,1,0,1,1,0,2,0,1,0,2,1,1,0,0,1,1,4,1,1,0,1,0,1,5,1
1994,ram,1,3,3,1,0,2,0,1,1,1,0,2,1,3,1,1,2,1,1,1,7,1,1,0,1,1,1,6,1
1994,sdg,0,2,2,0,4,0,1,1,1,1,2,1,1,2,1,1,1,0,3,1,6,1,3,0,1,2,1,7,1
1994,sea,1,1,1,1,0,0,1,1,1,0,1,1,0,3,1,0,1,0,1,1,7,1,1,1,1,1,1,3,1
1994,sfo,2,2,2,0,1,1,0,2,1,0,0,1,1,2,1,1,1,1,0,1,4,1,2,0,1,2,1,6,1
1994,tam,1,1,1,0,1,1,1,1,1,2,2,0,1,3,0,1,2,1,2,1,6,1,0,2,1,2,1,7,1
1994,was,1,1,2,1,0,1,1,1,1,2,1,1,2,1,1,1,1,1,0,1,6,1,0,1,0,0,1,6,0
1995,atl,1,1,1,0,1,1,1,0,1,2,2,1,0,1,1,1,1,0,1,1,2,2,1,1,1,0,1,6,2
1995,buf,1,1,2,3,1,1,2,1,3,2,1,1,2,1,1,1,0,1,2,1,2,1,1,1,1,1,1,6,1
1995,car,3,1,0,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1995,chi,1,2,2,1,0,2,1,1,1,1,1,0,1,1,1,1,1,3,0,1,1,1,1,1,1,1,1,5,1
1995,cin,1,0,1,1,1,1,1,1,1,2,1,1,2,1,1,1,2,1,1,1,2,2,1,1,1,1,1,6,1
1995,cle,1,0,2,0,2,0,1,2,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,2,0,0,2,6,1
1995,clt,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,0,1,2,2,1,0,2,1,1,6,0
1995,crd,0,1,1,0,3,1,3,1,1,2,3,1,1,1,2,1,0,1,0,1,3,0,1,1,2,0,1,7,1
1995,dal,0,3,1,3,2,0,1,1,1,1,2,0,1,1,0,2,1,2,0,1,3,2,2,2,1,2,1,5,3
1995,den,0,0,0,2,1,2,2,0,1,0,1,0,0,3,1,1,2,1,1,1,3,1,1,0,1,1,0,8,1
1995,det,1,0,1,0,3,2,1,1,1,1,1,1,1,1,0,1,2,0,0,1,2,1,2,1,0,0,1,2,1
1995,gnb,1,0,4,1,2,1,1,1,0,1,1,2,4,0,2,0,1,0,2,3,1,1,1,1,1,2,1,6,1
1995,jax,2,2,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1995,kan,1,0,2,1,2,2,0,1,1,2,1,2,1,2,0,0,1,1,1,1,1,1,1,0,1,0,1,6,1
1995,mia,1,1,0,1,1,1,2,1,2,0,1,1,1,1,1,0,1,1,1,1,2,2,1,1,1,1,1,8,1
1995,min,2,2,0,1,1,1,2,2,2,0,1,1,1,1,1,1,2,1,1,0,1,0,1,0,1,1,1,7,0
1995,nor,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,0,2,1,1,2,1,0,1,2,1,1,5,0
1995,nwe,1,1,2,1,0,1,1,1,1,2,1,1,2,2,1,3,0,2,2,1,1,1,1,2,2,1,1,9,2
1995,nyg,1,1,1,2,1,2,1,1,2,1,1,1,1,0,0,1,1,1,1,1,2,1,1,1,1,1,1,6,1
1995,nyj,2,1,0,2,1,1,1,1,1,1,1,1,1,1,1,1,0,1,3,1,2,1,1,1,1,1,2,3,0
1995,oti,1,1,3,1,1,1,1,1,1,1,2,2,2,1,1,1,0,1,1,1,2,0,1,1,1,3,1,6,0
1995,phi,1,2,2,1,0,1,2,1,2,2,0,1,2,1,2,1,2,0,0,1,2,0,1,1,2,1,1,6,1
1995,pit,1,1,1,2,2,1,2,1,1,2,1,2,2,1,1,1,1,1,2,1,3,1,1,1,1,1,0,9,1
1995,rai,1,1,1,1,2,1,0,1,1,1,1,1,0,1,1,0,2,0,1,0,2,1,1,0,0,1,1,4,1
1995,ram,1,2,1,1,1,0,4,1,3,3,1,0,2,0,1,1,1,0,2,1,3,1,1,2,1,1,1,7,1
1995,sdg,0,3,2,2,1,4,1,0,2,2,0,4,0,1,1,1,1,2,1,1,2,1,1,1,0,3,1,6,1
1995,sea,1,1,0,1,0,2,1,1,1,1,1,0,0,1,1,1,0,1,1,0,3,1,0,1,0,1,1,7,1
1995,sfo,1,0,0,1,0,1,1,2,2,2,0,1,1,0,2,1,0,0,1,1,2,1,1,1,1,0,1,4,1
1995,tam,2,1,0,1,1,1,2,1,1,1,0,1,1,1,1,1,2,2,0,1,3,0,1,2,1,2,1,6,1
1995,was,1,1,1,1,2,1,1,1,1,2,1,0,1,1,1,1,2,1,1,2,1,1,1,1,1,0,1,6,1
1996,atl,0,0,1,2,1,1,1,1,1,1,0,1,1,1,0,1,2,2,1,0,1,1,1,1,0,1,1,2,2
1996,buf,1,1,1,1,1,2,3,1,1,2,3,1,1,2,1,3,2,1,1,2,1,1,1,0,1,2,1,2,1
1996,car,1,1,2,2,1,1,2,3,1,0,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1996,chi,1,1,0,1,1,1,2,1,2,2,1,0,2,1,1,1,1,1,0,1,1,1,1,1,3,0,1,1,1
1996,cin,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,2,1,1,2,1,1,1,2,1,1,1,2,2
1996,clt,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,0,1,2,2
1996,crd,1,1,1,1,3,1,1,0,1,1,0,3,1,3,1,1,2,3,1,1,1,2,1,0,1,0,1,3,0
1996,dal,0,2,3,0,2,1,1,0,3,1,3,2,0,1,1,1,1,2,0,1,1,0,2,1,2,0,1,3,2
1996,den,1,1,2,2,1,1,4,0,0,0,2,1,2,2,0,1,0,1,0,0,3,1,1,2,1,1,1,3,1
1996,det,2,0,1,1,1,0,0,1,0,1,0,3,2,1,1,1,1,1,1,1,1,0,1,2,0,0,1,2,1
1996,gnb,1,1,2,1,0,1,2,1,0,4,1,2,1,1,1,0,1,1,2,4,0,2,0,1,0,2,3,1,1
1996,jax,1,2,1,1,1,2,2,2,2,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1996,kan,1,1,1,1,1,1,3,1,0,2,1,2,2,0,1,1,2,1,2,1,2,0,0,1,1,1,1,1,1
1996,mia,1,0,2,3,3,1,2,1,1,0,1,1,1,2,1,2,0,1,1,1,1,1,0,1,1,1,1,2,2
1996,min,1,1,1,1,1,0,1,2,2,0,1,1,1,2,2,2,0,1,1,1,1,1,1,2,1,1,0,1,0
1996,nor,1,1,1,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,0,2,1,1,2,1
1996,nwe,1,1,1,3,2,3,2,1,1,2,1,0,1,1,1,1,2,1,1,2,2,1,3,0,2,2,1,1,1
1996,nyg,1,1,1,1,0,2,1,1,1,1,2,1,2,1,1,2,1,1,1,1,0,0,1,1,1,1,1,2,1
1996,nyj,1,1,1,0,1,1,1,2,1,0,2,1,1,1,1,1,1,1,1,1,1,1,1,0,1,3,1,2,1
1996,oti,1,2,1,2,1,1,1,1,1,3,1,1,1,1,1,1,1,2,2,2,1,1,1,0,1,1,1,2,0
1996,phi,1,2,1,1,1,3,0,1,2,2,1,0,1,2,1,2,2,0,1,2,1,2,1,2,0,0,1,2,0
1996,pit,1,0,2,2,1,2,1,1,1,1,2,2,1,2,1,1,2,1,2,2,1,1,1,1,1,2,1,3,1
1996,rai,1,1,0,0,1,1,3,1,1,1,1,2,1,0,1,1,1,1,1,0,1,1,0,2,0,1,0,2,1
1996,ram,2,2,1,1,1,2,1,1,2,1,1,1,0,4,1,3,3,1,0,2,0,1,1,1,0,2,1,3,1
1996,rav,2,1,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1996,sdg,0,2,1,1,1,2,1,0,3,2,2,1,4,1,0,2,2,0,4,0,1,1,1,1,2,1,1,2,1
1996,sea,1,1,2,2,0,2,1,1,1,0,1,0,2,1,1,1,1,1,0,0,1,1,1,0,1,1,0,3,1
1996,sfo,0,1,1,1,1,1,2,1,0,0,1,0,1,1,2,2,2,0,1,1,0,2,1,0,0,1,1,2,1
1996,tam,2,1,1,2,1,1,1,2,1,0,1,1,1,2,1,1,1,0,1,1,1,1,1,2,2,0,1,3,0
1996,was,1,0,0,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,0,1,1,1,1,2,1,1,2,1,1
1997,atl,1,2,1,1,1,1,2,0,0,1,2,1,1,1,1,1,1,0,1,1,1,0,1,2,2,1,0,1,1
1997,buf,1,1,0,1,1,1,1,1,1,1,1,1,2,3,1,1,2,3,1,1,2,1,3,2,1,1,2,1,1
1997,car,1,1,1,1,0,1,1,1,1,2,2,1,1,2,3,1,0,1,2,2,2,0,0,0,0,0,0,0,0
1997,chi,0,1,1,2,1,3,2,1,1,0,1,1,1,2,1,2,2,1,0,2,1,1,1,1,1,0,1,1,1
1997,cin,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,2,1,1,2,1,1
1997,clt,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1
1997,crd,1,1,1,1,1,2,1,1,1,1,1,3,1,1,0,1,1,0,3,1,3,1,1,2,3,1,1,1,2
1997,dal,1,0,3,3,0,1,1,0,2,3,0,2,1,1,0,3,1,3,2,0,1,1,1,1,2,0,1,1,0
1997,den,1,0,1,1,0,0,0,1,1,2,2,1,1,4,0,0,0,2,1,2,2,0,1,0,1,0,0,3,1
1997,det,1,2,0,1,2,1,3,2,0,1,1,1,0,0,1,0,1,0,3,2,1,1,1,1,1,1,1,1,0
1997,gnb,1,1,1,1,1,0,3,1,1,2,1,0,1,2,1,0,4,1,2,1,1,1,0,1,1,2,4,0,2
1997,jax,1,1,1,1,1,1,1,1,2,1,1,1,2,2,2,2,1,2,1,1,1,0,0,0,0,0,0,0,0
1997,kan,1,1,0,1,1,1,1,1,1,1,1,1,1,3,1,0,2,1,2,2,0,1,1,2,1,2,1,2,0
1997,mia,1,1,4,1,2,4,1,1,0,2,3,3,1,2,1,1,0,1,1,1,2,1,2,0,1,1,1,1,1
1997,min,1,1,1,1,1,1,2,1,1,1,1,1,0,1,2,2,0,1,1,1,2,2,2,0,1,1,1,1,1
1997,nor,1,2,1,2,0,1,0,1,1,1,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2
1997,nwe,1,1,2,2,1,1,1,1,1,1,3,2,3,2,1,1,2,1,0,1,1,1,1,2,1,1,2,2,1
1997,nyg,1,1,2,1,1,1,1,1,1,1,1,0,2,1,1,1,1,2,1,2,1,1,2,1,1,1,1,0,0
1997,nyj,1,1,1,2,2,2,2,1,1,1,0,1,1,1,2,1,0,2,1,1,1,1,1,1,1,1,1,1,1
1997,oti,1,1,2,2,1,1,1,1,2,1,2,1,1,1,1,1,3,1,1,1,1,1,1,1,2,2,2,1,1
1997,phi,1,1,1,1,2,2,3,1,2,1,1,1,3,0,1,2,2,1,0,1,2,1,2,2,0,1,2,1,2
1997,pit,1,1,2,0,1,2,1,1,0,2,2,1,2,1,1,1,1,2,2,1,2,1,1,2,1,2,2,1,1
1997,rai,1,0,2,1,0,2,0,1,1,0,0,1,1,3,1,1,1,1,2,1,0,1,1,1,1,1,0,1,1
1997,ram,1,1,0,1,1,1,1,2,2,1,1,1,2,1,1,2,1,1,1,0,4,1,3,3,1,0,2,0,1
1997,rav,1,2,1,1,1,2,4,2,1,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997,sdg,0,1,1,1,2,1,2,0,2,1,1,1,2,1,0,3,2,2,1,4,1,0,2,2,0,4,0,1,1
1997,sea,2,0,0,0,1,1,1,1,1,2,2,0,2,1,1,1,0,1,0,2,1,1,1,1,1,0,0,1,1
1997,sfo,1,1,1,0,0,0,0,0,1,1,1,1,1,2,1,0,0,1,0,1,1,2,2,2,0,1,1,0,2
1997,tam,2,1,2,1,1,2,1,2,1,1,2,1,1,1,2,1,0,1,1,1,2,1,1,1,0,1,1,1,1
1997,was,1,1,1,1,4,0,0,1,0,0,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,0,1,1,1
1998,atl,1,1,1,2,0,1,3,1,2,1,1,1,1,2,0,0,1,2,1,1,1,1,1,1,0,1,1,1,0
1998,buf,0,1,1,0,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,2,3,1,1,2,3,1,1,2,1
1998,car,1,0,2,1,1,1,2,1,1,1,1,0,1,1,1,1,2,2,1,1,2,3,1,0,1,2,2,2,0
1998,chi,1,1,1,1,0,2,2,0,1,1,2,1,3,2,1,1,0,1,1,1,2,1,2,2,1,0,2,1,1
1998,cin,2,1,2,1,0,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
1998,clt,1,1,1,1,1,0,2,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2
1998,crd,1,2,0,1,1,1,4,1,1,1,1,1,2,1,1,1,1,1,3,1,1,0,1,1,0,3,1,3,1
1998,dal,1,1,0,1,2,1,3,1,0,3,3,0,1,1,0,2,3,0,2,1,1,0,3,1,3,2,0,1,1
1998,den,1,1,1,1,1,0,2,1,0,1,1,0,0,0,1,1,2,2,1,1,4,0,0,0,2,1,2,2,0
1998,det,1,2,0,0,0,1,1,1,2,0,1,2,1,3,2,0,1,1,1,0,0,1,0,1,0,3,2,1,1
1998,gnb,1,0,1,1,1,2,1,1,1,1,1,1,0,3,1,1,2,1,0,1,2,1,0,4,1,2,1,1,1
1998,jax,2,1,1,2,1,2,2,1,1,1,1,1,1,1,1,2,1,1,1,2,2,2,2,1,2,1,1,1,0
1998,kan,1,0,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,1,3,1,0,2,1,2,2,0,1
1998,mia,1,2,2,1,1,2,1,1,1,4,1,2,4,1,1,0,2,3,3,1,2,1,1,0,1,1,1,2,1
1998,min,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,0,1,2,2,0,1,1,1,2,2
1998,nor,1,1,0,2,1,1,2,1,2,1,2,0,1,0,1,1,1,1,3,2,1,1,1,1,1,1,1,1,1
1998,nwe,2,2,2,1,1,1,1,1,1,2,2,1,1,1,1,1,1,3,2,3,2,1,1,2,1,0,1,1,1
1998,nyg,1,1,1,0,1,1,1,1,1,2,1,1,1,1,1,1,1,1,0,2,1,1,1,1,2,1,2,1,1
1998,nyj,0,1,2,1,4,3,1,1,1,1,2,2,2,2,1,1,1,0,1,1,1,2,1,0,2,1,1,1,1
1998,oti,1,1,1,1,1,1,2,1,1,2,2,1,1,1,1,2,1,2,1,1,1,1,1,3,1,1,1,1,1
1998,phi,1,0,2,2,1,0,2,1,1,1,1,2,2,3,1,2,1,1,1,3,0,1,2,2,1,0,1,2,1
1998,pit,1,1,2,2,1,2,1,1,1,2,0,1,2,1,1,0,2,2,1,2,1,1,1,1,2,2,1,2,1
1998,rai,2,1,1,1,2,0,2,1,0,2,1,0,2,0,1,1,0,0,1,1,3,1,1,1,1,2,1,0,1
1998,ram,1,1,1,2,1,1,1,1,1,0,1,1,1,1,2,2,1,1,1,2,1,1,2,1,1,1,0,4,1
1998,rav,1,1,0,0,2,2,1,1,2,1,1,1,2,4,2,1,0,0,1,2,1,0,0,0,0,0,0,0,0
1998,sdg,1,1,0,0,1,1,2,0,1,1,1,2,1,2,0,2,1,1,1,2,1,0,3,2,2,1,4,1,0
1998,sea,1,1,1,1,0,2,1,2,0,0,0,1,1,1,1,1,2,2,0,2,1,1,1,0,1,0,2,1,1
1998,sfo,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,2,1,0,0,1,0,1,1,2
1998,tam,0,2,1,1,0,2,1,2,1,2,1,1,2,1,2,1,1,2,1,1,1,2,1,0,1,1,1,2,1
1998,was,0,1,1,1,1,1,2,1,1,1,1,4,0,0,1,0,0,1,1,1,2,1,1,1,1,2,1,1,1
1999,atl,1,1,1,1,1,2,2,1,1,1,2,0,1,3,1,2,1,1,1,1,2,0,0,1,2,1,1,1,1
1999,buf,1,1,1,2,1,1,2,0,1,1,0,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,2,3,1
1999,car,0,2,0,1,0,1,1,1,0,2,1,1,1,2,1,1,1,1,0,1,1,1,1,2,2,1,1,2,3
1999,chi,1,1,3,2,3,1,2,1,1,1,1,0,2,2,0,1,1,2,1,3,2,1,1,0,1,1,1,2,1
1999,cin,1,1,1,1,1,1,3,2,1,2,1,0,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1999,cle,1,2,2,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1999,clt,1,1,1,1,1,0,2,1,1,1,1,1,0,2,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1
1999,crd,2,1,1,1,2,3,1,1,2,0,1,1,1,4,1,1,1,1,1,2,1,1,1,1,1,3,1,1,0
1999,dal,1,1,1,2,0,1,2,1,1,0,1,2,1,3,1,0,3,3,0,1,1,0,2,3,0,2,1,1,0
1999,den,1,2,2,1,2,2,2,1,1,1,1,1,0,2,1,0,1,1,0,0,0,1,1,2,2,1,1,4,0
1999,det,2,0,1,1,1,1,1,1,2,0,0,0,1,1,1,2,0,1,2,1,3,2,0,1,1,1,0,0,1
1999,gnb,1,1,2,2,2,2,2,1,0,1,1,1,2,1,1,1,1,1,1,0,3,1,1,2,1,0,1,2,1
1999,jax,1,1,1,1,1,1,2,2,1,1,2,1,2,2,1,1,1,1,1,1,1,1,2,1,1,1,2,2,2
1999,kan,1,1,2,1,0,0,1,1,0,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,1,3,1
1999,mia,0,2,1,0,2,1,2,1,2,2,1,1,2,1,1,1,4,1,2,4,1,1,0,2,3,3,1,2,1
1999,min,2,1,0,2,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,0,1,2
1999,nor,1,0,0,0,0,0,0,1,1,0,2,1,1,2,1,2,1,2,0,1,0,1,1,1,1,3,2,1,1
1999,nwe,2,1,1,0,1,1,2,2,2,2,1,1,1,1,1,1,2,2,1,1,1,1,1,1,3,2,3,2,1
1999,nyg,1,1,1,1,1,2,2,1,1,1,0,1,1,1,1,1,2,1,1,1,1,1,1,1,1,0,2,1,1
1999,nyj,0,1,1,1,1,2,2,0,1,2,1,4,3,1,1,1,1,2,2,2,2,1,1,1,0,1,1,1,2
1999,oti,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,2,2,1,1,1,1,2,1,2,1,1,1,1
1999,phi,1,1,1,3,0,2,2,1,0,2,2,1,0,2,1,1,1,1,2,2,3,1,2,1,1,1,3,0,1
1999,pit,1,1,3,1,2,0,3,1,1,2,2,1,2,1,1,1,2,0,1,2,1,1,0,2,2,1,2,1,1
1999,rai,1,1,0,1,2,1,1,2,1,1,1,2,0,2,1,0,2,1,0,2,0,1,1,0,0,1,1,3,1
1999,ram,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,0,1,1,1,1,2,2,1,1,1,2,1,1
1999,rav,1,0,0,2,0,0,1,1,1,0,0,2,2,1,1,2,1,1,1,2,4,2,1,0,0,1,2,1,0
1999,sdg,0,1,1,1,2,1,0,1,1,0,0,1,1,2,0,1,1,1,2,1,2,0,2,1,1,1,2,1,0
1999,sea,1,0,2,1,2,1,0,1,1,1,1,0,2,1,2,0,0,0,1,1,1,1,1,2,2,0,2,1,1
1999,sfo,1,0,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,2,1
1999,tam,1,1,1,1,1,1,3,0,2,1,1,0,2,1,2,1,2,1,1,2,1,2,1,1,2,1,1,1,2
1999,was,1,1,0,1,1,1,1,0,1,1,1,1,1,2,1,1,1,1,4,0,0,1,0,0,1,1,1,2,1
2000,atl,0,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,2,0,1,3,1,2,1,1,1,1,2,0
2000,buf,1,1,1,1,1,1,2,1,1,1,2,1,1,2,0,1,1,0,1,1,2,1,1,0,1,1,1,1,1
2000,car,1,1,1,1,1,1,1,0,2,0,1,0,1,1,1,0,2,1,1,1,2,1,1,1,1,0,1,1,1
2000,chi,1,1,2,1,0,2,2,1,1,3,2,3,1,2,1,1,1,1,0,2,2,0,1,1,2,1,3,2,1
2000,cin,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,1,2,1,0,1,2,1,1,1,1,1,1,1,1
2000,cle,1,1,2,2,2,2,3,1,2,2,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,clt,1,1,1,1,1,0,2,1,1,1,1,1,0,2,1,1,1,1,1,0,2,1,1,1,1,2,1,1,1
2000,crd,1,1,1,1,2,1,1,2,1,1,1,2,3,1,1,2,0,1,1,1,4,1,1,1,1,1,2,1,1
2000,dal,0,1,0,1,1,1,1,1,1,1,2,0,1,2,1,1,0,1,2,1,3,1,0,3,3,0,1,1,0
2000,den,1,2,1,2,1,1,2,1,2,2,1,2,2,2,1,1,1,1,1,0,2,1,0,1,1,0,0,0,1
2000,det,1,1,1,0,1,1,1,2,0,1,1,1,1,1,1,2,0,0,0,1,1,1,2,0,1,2,1,3,2
